,Tax,lpxC RepID,murA RepID,score,prob,full_id
2122,Duganella sp. CF402 TaxID=1855289,A0A1H7YWV0_9BURK,A0A1H8D397_9BURK,0.2995445088017732,1.0,UniRef100_A0A1H8D397/1-415_UniRef100_A0A1H7YWV0/1-304
2123,Acinetobacter sp. 185 TaxID=2715163,A0A6G8S105_9GAMM,A0A6G8S6D9_9GAMM,0.29930908692767844,1.0,UniRef100_A0A6G8S6D9/1-417_UniRef100_A0A6G8S105/1-297
2124,Acinetobacter sp. WCHAc060115 TaxID=2419601,A0A3A8EVK7_9GAMM,A0A3A8EQD1_9GAMM,0.29930908692767844,1.0,UniRef100_A0A3A8EQD1/1-417_UniRef100_A0A3A8EVK7/1-297
2125,Polaromonas sp. TaxID=1869339,A0A3C0Y8M4_9BURK,A0A6N9RFJ1_9BURK,0.2984932390972972,1.0,UniRef100_A0A6N9RFJ1/1-422_UniRef100_A0A3C0Y8M4/2-305
2126,Polaromonas naphthalenivorans (strain CJ2) TaxID=365044,LPXC_POLNA,MURA_POLNA,0.2984932390972972,1.0,UniRef100_A1VK35/1-422_UniRef100_A1VST0/2-301
2127,Acidovorax sp. Leaf160 TaxID=1736280,A0A0Q5MRC1_9BURK,A0A0Q5LK44_9BURK,0.29815233685076237,1.0,UniRef100_A0A0Q5LK44/1-434_UniRef100_A0A0Q5MRC1/1-302
2128,Sideroxydans sp. CL21 TaxID=2600596,A0A5Q4Z9C8_9PROT,A0A5Q4YTT0_9PROT,0.2979753646068275,1.0,UniRef100_A0A5Q4YTT0/1-415_UniRef100_A0A5Q4Z9C8/1-293
2129,Sideroxydans lithotrophicus (strain ES-1) TaxID=580332,D5CP16_SIDLE,D5CNM1_SIDLE,0.2979753646068275,1.0,UniRef100_D5CNM1/1-415_UniRef100_D5CP16/1-293
2130,Schlegelella thermodepolymerans TaxID=215580,A0A2S5T0K2_9BURK,A0A2S5T2V4_9BURK,0.297793019504752,1.0,UniRef100_A0A2S5T2V4/1-422_UniRef100_A0A2S5T0K2/1-306
2131,Rubrivivax sp. SCN 70-15 TaxID=1660139,A0A1E4PYP6_9BURK,A0A1E4PUK5_9BURK,0.29720946136512794,1.0,UniRef100_A0A1E4PUK5/1-419_UniRef100_A0A1E4PYP6/1-305
2132,Sphaerotilus natans subsp. sulfidivorans TaxID=639200,A0A5C1Q2V1_9BURK,A0A5C1Q606_9BURK,0.29689374077133834,1.0,UniRef100_A0A5C1Q606/1-420_UniRef100_A0A5C1Q2V1/3-302
2133,Acidovorax sp. GW101-3H11 TaxID=1813946,A0A165KP27_9BURK,A0A165L7R6_9BURK,0.2968823912087828,1.0,UniRef100_A0A165L7R6/1-422_UniRef100_A0A165KP27/1-304
2134,Vibrio TaxID=662,UPI000570FED6,A0A1B1NKV0_9VIBR,0.2966658598743379,1.0,UniRef100_A0A1B1NKV0/1-416_UniRef100_UPI000570FED6/1-300
2135,Vibrio renipiscarius TaxID=1461322,A0A0C2NUN3_9VIBR,A0A0C2P3Y3_9VIBR,0.2966658598743379,1.0,UniRef100_A0A0C2P3Y3/1-416_UniRef100_A0A0C2NUN3/1-300
2136,Vibrio sp. OCN044 TaxID=2695891,A0A6L8LVM8_9VIBR,A0A6L8M2B1_9VIBR,0.2966658598743379,1.0,UniRef100_A0A6L8M2B1/1-416_UniRef100_A0A6L8LVM8/1-299
2137,Vibrio sp. THAF100 TaxID=2587862,A0A5P9CLL4_9VIBR,A0A5P9CLZ7_9VIBR,0.2966658598743379,1.0,UniRef100_A0A5P9CLZ7/1-416_UniRef100_A0A5P9CLL4/1-300
2138,Vibrio pectenicida TaxID=62763,A0A3R9F8B9_9VIBR,A0A3R9FR49_9VIBR,0.2966658598743379,1.0,UniRef100_A0A3R9FR49/1-416_UniRef100_A0A3R9F8B9/1-300
2139,Vibrio ichthyoenteri ATCC 700023 TaxID=870968,F9RWU7_9VIBR,F9S4W3_9VIBR,0.2966658598743379,1.0,UniRef100_F9S4W3/1-416_UniRef100_F9RWU7/1-300
2140,Vibrio sp. TaxID=678,A0A349FIA8_VIBSX,A0A349FE47_VIBSX,0.2966658598743379,1.0,UniRef100_A0A349FE47/1-416_UniRef100_A0A349FIA8/1-300
2141,Vibrio ponticus TaxID=265668,A0A090P5J8_9VIBR,A0A3N3E507_9VIBR,0.2966658598743379,1.0,UniRef100_A0A3N3E507/1-416_UniRef100_A0A090P5J8/1-300
2142,Vibrio panuliri TaxID=1381081,A0A1Q9HCK8_9VIBR,A0A1Q9HC13_9VIBR,0.2966658598743379,1.0,UniRef100_A0A1Q9HC13/1-416_UniRef100_A0A1Q9HCK8/1-300
2143,Candidatus Finniella inopinata TaxID=1696036,A0A4Q7DKX8_9PROT,A0A4Q7DGT2_9PROT,0.2965825900901109,1.0,UniRef100_A0A4Q7DGT2/4-420_UniRef100_A0A4Q7DKX8/28-308
2144,Candidatus Thioglobus sp. NP1 TaxID=2508687,A0A344WAB1_9GAMM,A0A344W9B3_9GAMM,0.29635233944281936,1.0,UniRef100_A0A344W9B3/1-417_UniRef100_A0A344WAB1/1-293
2145,Lampropedia cohaerens TaxID=1610491,A0A0U1PZ95_9BURK,A0A0U1Q0I4_9BURK,0.29619577803532593,1.0,UniRef100_A0A0U1Q0I4/1-424_UniRef100_A0A0U1PZ95/2-301
2146,Vibrio sinensis TaxID=2302434,A0A3A6R0T9_9VIBR,A0A3A6QIJ8_9VIBR,0.29603026947006583,1.0,UniRef100_A0A3A6QIJ8/1-416_UniRef100_A0A3A6R0T9/1-300
2147,Caulobacter segnis TaxID=88688,A0A2W5V423_9CAUL,A0A2W5VBF4_9CAUL,0.29582434630719945,1.0,UniRef100_A0A2W5VBF4/1-421_UniRef100_A0A2W5V423/8-291
2148,Caulobacter sp. X TaxID=2048901,A0A2G5R1T5_9CAUL,A0A2G5RE11_9CAUL,0.29582434630719945,1.0,UniRef100_A0A2G5RE11/1-421_UniRef100_A0A2G5R1T5/8-291
2149,Caulobacter vibrioides TaxID=155892,A0A290MNY0_CAUVI,A0A0V2F5L3_CAUVI,0.29582434630719945,1.0,UniRef100_A0A0V2F5L3/1-422_UniRef100_A0A290MNY0/8-290
2150,Caulobacter sp. BP25 TaxID=2048900,A0A2G4KGN2_9CAUL,A0A2G4K3N1_9CAUL,0.29582434630719945,1.0,UniRef100_A0A2G4K3N1/1-421_UniRef100_A0A2G4KGN2/8-291
2151,Caulobacter sp. FWC26 TaxID=69665,A0A3S9VEQ3_9CAUL,A0A3Q9INK6_9CAUL,0.29582434630719945,1.0,UniRef100_A0A3Q9INK6/1-421_UniRef100_A0A3S9VEQ3/8-290
2152,Caulobacter segnis (strain ATCC 21756 / DSM 7131 / JCM 7823 / NBRC 15250 / LMG 17158 / TK0059) TaxID=509190,D5VIW6_CAUST,D5VM50_CAUST,0.29582434630719945,1.0,UniRef100_D5VM50/1-421_UniRef100_D5VIW6/8-291
2153,Roseicella frigidaeris TaxID=2230885,A0A327M7G5_9PROT,A0A327M4U8_9PROT,0.2955910749733448,1.0,UniRef100_A0A327M4U8/1-417_UniRef100_A0A327M7G5/12-300
2154,Roseovarius sp. THAF27 TaxID=2587850,A0A5P9H0B6_9RHOB,A0A5P9GXS9_9RHOB,0.2952881819437607,1.0,UniRef100_A0A5P9GXS9/1-419_UniRef100_A0A5P9H0B6/2-288
2155,Neisseria iguanae TaxID=90242,A0A2P7TZ35_9NEIS,A0A2P7U1Z5_9NEIS,0.2951464025536552,1.0,UniRef100_A0A2P7U1Z5/1-415_UniRef100_A0A2P7TZ35/3-299
2156,Neisseria brasiliensis TaxID=2666100,A0A5Q3S1Y3_9NEIS,A0A5Q3S108_9NEIS,0.2950972452526912,1.0,UniRef100_A0A5Q3S108/1-415_UniRef100_A0A5Q3S1Y3/3-299
2157,Leptolyngbya sp. PCC 7375 TaxID=102129,K9EKC6_9CYAN,K9F3S4_9CYAN,0.29489241645205766,1.0,UniRef100_K9F3S4/24-440_UniRef100_K9EKC6/8-277
2158,Nitrospira sp. CG24A TaxID=1985133,A0A525VKL5_9BACT,A0A525VH74_9BACT,0.2948782604653388,1.0,UniRef100_A0A525VH74/1-414_UniRef100_A0A525VKL5/2-288
2159,Pseudooceanicola atlanticus TaxID=1461694,A0A0A0EE60_9RHOB,A0A0A0EIQ9_9RHOB,0.29457691981224343,1.0,UniRef100_A0A0A0EIQ9/1-419_UniRef100_A0A0A0EE60/2-286
2160,Caulobacter sp. 602-1 TaxID=2492472,A0A3R8NGF5_9CAUL,A0A3R8M6C9_9CAUL,0.2943910495378077,1.0,UniRef100_A0A3R8M6C9/1-421_UniRef100_A0A3R8NGF5/8-291
2161,Caulobacter vibrioides OR37 TaxID=1292034,R0EH12_CAUVI,R0END3_CAUVI,0.2943910495378077,1.0,UniRef100_R0END3/1-421_UniRef100_R0EH12/8-289
2162,Moorea producens JHB TaxID=1454205,A0A1D9G7H3_9CYAN,A0A1D9G2W2_9CYAN,0.2943638004362583,1.0,UniRef100_A0A1D9G2W2/28-444_UniRef100_A0A1D9G7H3/7-312
2163,Moorea sp. SIOASIH TaxID=2607817,A0A6P0L021_9CYAN,A0A6P0KTS1_9CYAN,0.2943638004362583,1.0,UniRef100_A0A6P0KTS1/28-444_UniRef100_A0A6P0L021/7-312
2164,Moorea TaxID=1155738,A0A6L9YL62_9CYAN,A0A1U7MZW9_9CYAN,0.2943638004362583,1.0,UniRef100_A0A1U7MZW9/28-444_UniRef100_A0A6L9YL62/7-312
2165,Moorea sp. SIO3G5 TaxID=2607837,A0A6P0M235_9CYAN,A0A6P0LPL0_9CYAN,0.2943638004362583,1.0,UniRef100_A0A6P0LPL0/28-444_UniRef100_A0A6P0M235/7-312
2166,Roseovarius atlanticus TaxID=1641875,A0A0T5P106_9RHOB,A0A0T5NVU8_9RHOB,0.2940604074319708,1.0,UniRef100_A0A0T5NVU8/1-419_UniRef100_A0A0T5P106/2-289
2167,Rickettsiales bacterium TaxID=2026788,A0A2E9A184_9RICK,A0A2E9XTM1_9RICK,0.2940025780117139,1.0,UniRef100_A0A2E9XTM1/1-418_UniRef100_A0A2E9A184/10-289
2168,Thalassospira sp. MCCC 1A01428 TaxID=1470575,A0A1X4NES5_9PROT,A0A1X4N8H2_9PROT,0.293858771212399,1.0,UniRef100_A0A1X4N8H2/1-426_UniRef100_A0A1X4NES5/23-309
2169,Duganella phyllosphaerae TaxID=762836,A0A1E7WNB6_9BURK,A0A1E7WFI3_9BURK,0.29379104380495846,1.0,UniRef100_A0A1E7WFI3/1-415_UniRef100_A0A1E7WNB6/1-304
2170,Caulobacter mirabilis TaxID=69666,A0A2D2B0K7_9CAUL,A0A2D2AZW2_9CAUL,0.2934784285607748,1.0,UniRef100_A0A2D2AZW2/1-421_UniRef100_A0A2D2B0K7/7-290
2171,Aquifex aeolicus TaxID=63363,A0A7C5Q9J3_AQUAO,A0A7C5L8Z5_AQUAO,0.2932815447275061,1.0,UniRef100_A0A7C5L8Z5/12-422_UniRef100_A0A7C5Q9J3/2-262
2172,Rhizobium sp. RU36D TaxID=1907415,A0A1W2AEL3_9RHIZ,A0A1W2CQL6_9RHIZ,0.2929573100627749,1.0,UniRef100_A0A1W2CQL6/1-428_UniRef100_A0A1W2AEL3/19-307
2173,Paracoccus homiensis TaxID=364199,A0A1I0BVI1_9RHOB,A0A1I0BPD2_9RHOB,0.29282699519535527,1.0,UniRef100_A0A1I0BPD2/1-420_UniRef100_A0A1I0BVI1/2-284
2174,Stigmatella erecta TaxID=83460,A0A1I0FKB8_9DELT,A0A1I0JC53_9DELT,0.2927932546590455,1.0,UniRef100_A0A1I0JC53/1-419_UniRef100_A0A1I0FKB8/6-288
2175,Stigmatella aurantiaca TaxID=41,A0A1H7RGE6_STIAU,A0A1H8EXK4_STIAU,0.2927932546590455,1.0,UniRef100_A0A1H8EXK4/1-419_UniRef100_A0A1H7RGE6/6-288
2176,Symploca sp. SIO2E9 TaxID=2607812,A0A6B3M241_9CYAN,A0A6B3M5F1_9CYAN,0.29275045095710084,1.0,UniRef100_A0A6B3M5F1/33-442_UniRef100_A0A6B3M241/2-294
2177,Rhizobacter gummiphilus TaxID=946333,A0A1W6LHU2_9BURK,A0A1W6L523_9BURK,0.29254092229530215,1.0,UniRef100_A0A1W6L523/1-418_UniRef100_A0A1W6LHU2/2-303
2178,Candidatus Gallionella acididurans TaxID=1796491,A0A139BWY8_9PROT,A0A139BX10_9PROT,0.2924034559400752,1.0,UniRef100_A0A139BX10/1-415_UniRef100_A0A139BWY8/1-294
2179,Methylobacterium oxalidis TaxID=944322,A0A512J811_9RHIZ,A0A512IYQ5_9RHIZ,0.2923855868211831,1.0,UniRef100_A0A512IYQ5/16-442_UniRef100_A0A512J811/5-291
2180,Vitiosangium sp. GDMCC 1.1324 TaxID=2138576,A0A2T4VLE8_9DELT,A0A2T4VLC1_9DELT,0.2922864684369415,1.0,UniRef100_A0A2T4VLC1/1-419_UniRef100_A0A2T4VLE8/7-291
2181,Neisseria animalis TaxID=492,A0A3N3EDS6_NEIAN,A0A3N3ECP2_NEIAN,0.29213630536105484,1.0,UniRef100_A0A3N3ECP2/1-415_UniRef100_A0A3N3EDS6/3-299
2182,Nitrospira sp. CG24E TaxID=1985129,A0A525WBB5_9BACT,A0A525WGS1_9BACT,0.29201780818402767,1.0,UniRef100_A0A525WGS1/1-414_UniRef100_A0A525WBB5/2-287
2183,Caulobacter sp. FWC2 TaxID=69664,A0A2G5QRC0_9CAUL,A0A2G5QLD1_9CAUL,0.2918823016807437,1.0,UniRef100_A0A2G5QLD1/1-421_UniRef100_A0A2G5QRC0/8-291
2184,Bathymodiolus brooksi thiotrophic gill symbiont TaxID=1052209,A0A482YNZ7_9BACT,A0A482YN29_9BACT,0.2918496753554791,1.0,UniRef100_A0A482YN29/1-417_UniRef100_A0A482YNZ7/1-290
2185,Kamptonema sp. SIO4C4 TaxID=2607773,A0A6P0JY39_9CYAN,A0A6P0JTE9_9CYAN,0.29183695814572275,1.0,UniRef100_A0A6P0JTE9/24-441_UniRef100_A0A6P0JY39/18-289
2186,Alphaproteobacteria bacterium MarineAlpha9_Bin6 TaxID=2013101,A0A2S6RMC3_9PROT,A0A2S6RVL4_9PROT,0.29155303013976663,1.0,UniRef100_A0A2S6RVL4/1-431_UniRef100_A0A2S6RMC3/6-285
2187,Actibacterium atlanticum TaxID=1461693,A0A058ZQJ4_9RHOB,A0A058ZMR1_9RHOB,0.2909199327696115,1.0,UniRef100_A0A058ZMR1/1-419_UniRef100_A0A058ZQJ4/2-286
2188,Betaproteobacteria bacterium RBG_16_56_24 TaxID=1797475,A0A1F3WVE6_9PROT,A0A1F3WU66_9PROT,0.29083745332900435,1.0,UniRef100_A0A1F3WU66/1-421_UniRef100_A0A1F3WVE6/1-294
2189,Gloeocapsa sp. DLM2.Bin57 TaxID=2480214,A0A6P2ACJ2_9CHRO,A0A6P2AE37_9CHRO,0.2907185317017138,1.0,UniRef100_A0A6P2AE37/9-423_UniRef100_A0A6P2ACJ2/2-271
2190,Pontivivens insulae TaxID=1639689,UPI000D55E0F6,A0A2R8ABN9_9RHOB,0.2904077342245728,1.0,UniRef100_A0A2R8ABN9/1-420_UniRef100_UPI000D55E0F6/2-286
2191,Herminiimonas arsenicoxydans TaxID=204773,A4G8T0_HERAR,MURA_HERAR,0.29017290845513344,1.0,UniRef100_A4G9J3/1-415_UniRef100_A4G8T0/1-303
2192,Aquabacterium sp. TaxID=1872578,A0A522C2L3_9BURK,A0A521ZUQ1_9BURK,0.2899918064940721,1.0,UniRef100_A0A521ZUQ1/1-430_UniRef100_A0A522C2L3/1-304
2193,Hyalangium minutum TaxID=394096,A0A085WHL7_9DELT,A0A085WHH5_9DELT,0.28992679045768455,1.0,UniRef100_A0A085WHH5/1-420_UniRef100_A0A085WHL7/7-287
2194,Helicobacter sp. 12S02232-10 TaxID=1476197,A0A268TWL5_9HELI,A0A268TVP5_9HELI,0.2895052818057593,1.0,UniRef100_A0A268TVP5/1-419_UniRef100_A0A268TWL5/1-288
2195,Duganella sp. FT27W TaxID=2654636,A0A6I1NCV5_9BURK,A0A6I1MZY9_9BURK,0.28939481801353395,1.0,UniRef100_A0A6I1MZY9/1-415_UniRef100_A0A6I1NCV5/1-304
2196,Duganella sp. Leaf61 TaxID=1736227,A0A0Q4PDK4_9BURK,A0A0Q4PDH6_9BURK,0.28939481801353395,1.0,UniRef100_A0A0Q4PDH6/1-415_UniRef100_A0A0Q4PDK4/1-304
2197,Duganella sp. Leaf126 TaxID=1736266,A0A0Q5DQD3_9BURK,A0A0Q5CFJ2_9BURK,0.28939481801353395,1.0,UniRef100_A0A0Q5CFJ2/1-415_UniRef100_A0A0Q5DQD3/1-303
2198,Duganella levis TaxID=2692169,A0A6B1J3J0_9BURK,A0A6B1IX81_9BURK,0.28939481801353395,1.0,UniRef100_A0A6B1IX81/1-415_UniRef100_A0A6B1J3J0/1-303
2199,Duganella sp. GV023 TaxID=2135490,A0A3D9KLP0_9BURK,A0A3D9KT54_9BURK,0.28939481801353395,1.0,UniRef100_A0A3D9KT54/1-415_UniRef100_A0A3D9KLP0/1-304
2200,Duganella aquatilis TaxID=2666082,A0A6L5QDX9_9BURK,A0A6L5QHP7_9BURK,0.28939481801353395,1.0,UniRef100_A0A6L5QHP7/1-415_UniRef100_A0A6L5QDX9/1-303
2201,Jeongeupia sp. USM3 TaxID=1906741,A0A1D9BEY0_9NEIS,A0A1D9BFY6_9NEIS,0.28905369248241186,1.0,UniRef100_A0A1D9BFY6/1-415_UniRef100_A0A1D9BEY0/1-297
2202,Rubrivivax albus TaxID=2499835,A0A437JZR5_9BURK,A0A437JZS3_9BURK,0.2890142388641834,1.0,UniRef100_A0A437JZS3/1-424_UniRef100_A0A437JZR5/1-304
2203,Aurantimonas aggregata TaxID=2047720,A0A6L9MCX8_9RHIZ,A0A6L9MF43_9RHIZ,0.28894077212316915,1.0,UniRef100_A0A6L9MF43/1-427_UniRef100_A0A6L9MCX8/3-290
2204,Arsukibacterium sp. MJ3 TaxID=1632859,A0A0M2VER2_9GAMM,A0A0M2VJ41_9GAMM,0.28885236440692097,1.0,UniRef100_A0A0M2VJ41/1-416_UniRef100_A0A0M2VER2/1-299
2205,Gallionellales bacterium GWA2_55_18 TaxID=1798244,A0A1G0BYU3_9PROT,A0A1G0BW09_9PROT,0.2881281921872869,1.0,UniRef100_A0A1G0BW09/1-421_UniRef100_A0A1G0BYU3/1-294
2206,Acinetobacter sp. ANC 4654 TaxID=1977872,A0A241WR74_9GAMM,A0A241WW45_9GAMM,0.28794389677932486,1.0,UniRef100_A0A241WW45/1-417_UniRef100_A0A241WR74/1-297
2207,Acinetobacter TaxID=469,A0A1G6NWE2_9GAMM,A0A0R0VXX6_ACIBA,0.28794389677932486,1.0,UniRef100_A0A0R0VXX6/1-417_UniRef100_A0A1G6NWE2/1-297
2208,Acinetobacter sp. WCHAc060041 TaxID=2136183,A0A371YLS3_9GAMM,A0A371YLU4_9GAMM,0.28794389677932486,1.0,UniRef100_A0A371YLU4/1-417_UniRef100_A0A371YLS3/1-298
2209,Acinetobacter bohemicus TaxID=1435036,A0A1I6V6S6_9GAMM,N8QF09_9GAMM,0.28794389677932486,1.0,UniRef100_N8QF09/1-417_UniRef100_A0A1I6V6S6/5-301
2210,Acinetobacter sp. ANC 4973 TaxID=1977871,A0A1Y3DGF4_9GAMM,A0A1Y3DC44_9GAMM,0.28794389677932486,1.0,UniRef100_A0A1Y3DC44/1-417_UniRef100_A0A1Y3DGF4/1-297
2211,Acinetobacter kyonggiensis TaxID=595670,A0A1H3JKK9_9GAMM,A0A1H3LPN3_9GAMM,0.28794389677932486,1.0,UniRef100_A0A1H3LPN3/1-417_UniRef100_A0A1H3JKK9/1-297
2212,Acinetobacter sp. TGL-Y2 TaxID=1407071,A0A143G7A9_9GAMM,A0A145WZ43_9GAMM,0.28794389677932486,1.0,UniRef100_A0A145WZ43/1-417_UniRef100_A0A143G7A9/1-297
2213,Acinetobacter sp. ANC 4470 TaxID=1977881,A0A1Y3CW42_9GAMM,A0A1Y3CF68_9GAMM,0.28794389677932486,1.0,UniRef100_A0A1Y3CF68/1-417_UniRef100_A0A1Y3CW42/1-297
2214,Rubrivivax sp. TaxID=50259,A0A519ZT19_9BURK,A0A519ZU37_9BURK,0.28785758768208325,1.0,UniRef100_A0A519ZU37/1-430_UniRef100_A0A519ZT19/1-305
2215,Azospira sp. I13 TaxID=1765050,A0A2R5EEA6_9RHOO,A0A2R5EG73_9RHOO,0.28773580375127494,1.0,UniRef100_A0A2R5EG73/1-416_UniRef100_A0A2R5EEA6/5-299
2216,Rhizobium naphthalenivorans TaxID=1118451,A0A512HE98_9RHIZ,A0A512HDF5_9RHIZ,0.2876018800525344,1.0,UniRef100_A0A512HDF5/1-428_UniRef100_A0A512HE98/9-295
2217,Vibrio gazogenes TaxID=687,A0A1Z2SDE0_VIBGA,A0A1Z2SG60_VIBGA,0.28712164144963026,1.0,UniRef100_A0A1Z2SG60/1-416_UniRef100_A0A1Z2SDE0/1-299
2218,Vibrio gazogenes DSM 21264 = NBRC 103151 TaxID=1123492,A0A1M4WS97_VIBGA,A0A1M5B601_VIBGA,0.28712164144963026,1.0,UniRef100_A0A1M5B601/1-416_UniRef100_A0A1M4WS97/1-299
2219,Vibrio ruber DSM 16370 TaxID=1123498,A0A1R4LGX1_9VIBR,A0A1R4LMN2_9VIBR,0.28712164144963026,1.0,UniRef100_A0A1R4LMN2/1-416_UniRef100_A0A1R4LGX1/1-299
2220,Methylobacterium mesophilicum SR1.6/6 TaxID=908290,A0A6B9FNF8_9RHIZ,A0A6B9G009_9RHIZ,0.2867936580951209,1.0,UniRef100_A0A6B9G009/1-427_UniRef100_A0A6B9FNF8/5-294
2221,Noviherbaspirillum denitrificans TaxID=1968433,A0A254TB39_9BURK,A0A254TBJ9_9BURK,0.28672582167200744,1.0,UniRef100_A0A254TBJ9/1-415_UniRef100_A0A254TB39/1-303
2222,Haematobacter genomosp. 1 TaxID=366618,A0A212AF58_9RHOB,A0A212AEN7_9RHOB,0.28661262162495404,1.0,UniRef100_A0A212AEN7/1-419_UniRef100_A0A212AF58/2-284
2223,Azospirillum lipoferum TaxID=193,A0A5A9GV23_AZOLI,A0A1X7Q258_AZOLI,0.28640908365014184,1.0,UniRef100_A0A1X7Q258/1-425_UniRef100_A0A5A9GV23/13-295
2224,Azospirillum oryzae TaxID=286727,A0A1X7H8C3_9PROT,A0A1X7H7Y0_9PROT,0.28617861388556776,1.0,UniRef100_A0A1X7H7Y0/1-425_UniRef100_A0A1X7H8C3/13-294
2225,Candidatus Stahlbacteria bacterium TaxID=2528828,A0A7C7VHV4_9BACT,A0A523Z668_9BACT,0.28613796131685376,1.0,UniRef100_A0A523Z668/1-418_UniRef100_A0A7C7VHV4/2-268
2226,Burkholderiales bacterium PBB1 TaxID=2015563,A0A257D9C5_9BURK,A0A257DB20_9BURK,0.285746629582718,0.9964412736952737,UniRef100_A0A257DB20/1-430_UniRef100_A0A257D9C5/2-303
2227,Paenibacillus sp. JCM 10914 TaxID=1236974,V9GEC1_9BACL,V9GMS8_9BACL,0.28524105179349135,0.9838114527025595,UniRef100_V9GMS8/1-417_UniRef100_V9GEC1/3-277
2228,unclassified Microcoleaceae TaxID=2053578,A0A355CNP9_9CYAN,A0A355CJZ2_9CYAN,0.28523345943540335,0.9836230978627296,UniRef100_A0A355CJZ2/26-442_UniRef100_A0A355CNP9/4-279
2229,Thiothrix sp. TaxID=1032,A0A432UVA3_9GAMM,A0A7D6QBR9_9GAMM,0.2851511253975332,0.9815829903934498,UniRef100_A0A7D6QBR9/1-417_UniRef100_A0A432UVA3/1-297
2230,Histidinibacterium sp. 176SS1-4 TaxID=2613962,A0A5J5GJJ9_9RHOB,A0A5J5GRP4_9RHOB,0.2848425793927163,0.9739778644552157,UniRef100_A0A5J5GRP4/1-419_UniRef100_A0A5J5GJJ9/2-282
2231,Azospirillum ramasamyi TaxID=682998,A0A2U9S6M0_9PROT,A0A2U9S3U1_9PROT,0.2848132841900224,0.9732590705882527,UniRef100_A0A2U9S3U1/1-425_UniRef100_A0A2U9S6M0/13-295
2232,Azospirillum TaxID=191,A0A5A9FMV4_9PROT,A0A5A9FNJ5_9PROT,0.2848132841900224,0.9732590705882527,UniRef100_A0A5A9FNJ5/1-425_UniRef100_A0A5A9FMV4/13-294
2233,Azospirillum sp. TSO5 TaxID=716760,A0A2U1YS60_9PROT,A0A2U1YI89_9PROT,0.2848132841900224,0.9732590705882527,UniRef100_A0A2U1YI89/1-425_UniRef100_A0A2U1YS60/3-284
2234,Azospirillum sp. TSH100 TaxID=652764,A0A4P7YLE2_9PROT,A0A4P7YEC1_9PROT,0.2848132841900224,0.9732590705882527,UniRef100_A0A4P7YEC1/1-425_UniRef100_A0A4P7YLE2/14-295
2235,Azospirillum humicireducens TaxID=1226968,A0A160JG49_9PROT,A0A160JGB6_9PROT,0.2848132841900224,0.9732590705882527,UniRef100_A0A160JGB6/1-425_UniRef100_A0A160JG49/13-294
2236,Azospirillum lipoferum (strain 4B) TaxID=862719,G7Z8S6_AZOL4,G7Z285_AZOL4,0.2848132841900224,0.9732590705882527,UniRef100_G7Z285/1-425_UniRef100_G7Z8S6/13-294
2237,Azospirillum sp. TSA6c TaxID=709813,A0A2U1WL61_9PROT,A0A2U1WDQ0_9PROT,0.2848132841900224,0.9732590705882527,UniRef100_A0A2U1WDQ0/1-425_UniRef100_A0A2U1WL61/3-284
2238,Azospirillum sp. TSA2s TaxID=709810,A0A4P7Z7U6_9PROT,A0A4P7Z6M3_9PROT,0.2848132841900224,0.9732590705882527,UniRef100_A0A4P7Z6M3/1-425_UniRef100_A0A4P7Z7U6/13-294
2239,Azospirillum sp. B21 TaxID=2607496,A0A5A9FQW7_9PROT,A0A5A9FNK2_9PROT,0.2848132841900224,0.9732590705882527,UniRef100_A0A5A9FNK2/1-425_UniRef100_A0A5A9FQW7/14-295
2240,Gemmobacter caeni TaxID=589035,A0A2T6B6X0_9RHOB,A0A2T6B1L7_9RHOB,0.28475538617931306,0.9718401395436622,UniRef100_A0A2T6B1L7/1-420_UniRef100_A0A2T6B6X0/2-283
2241,Rhodobacterales bacterium 65-51 TaxID=1895824,A0A1Q4CYF3_9RHOB,A0A1Q4CU54_9RHOB,0.28475538617931306,0.9718401395436622,UniRef100_A0A1Q4CU54/1-420_UniRef100_A0A1Q4CYF3/2-284
2242,Gemmobacter lutimaris TaxID=2306023,A0A398BNX7_9RHOB,A0A398BUN9_9RHOB,0.28475538617931306,0.9718401395436622,UniRef100_A0A398BUN9/1-420_UniRef100_A0A398BNX7/2-284
2243,Rhodocyclales TaxID=206389,A0A1G3HR43_9RHOO,A0A7C6VMH7_9RHOO,0.2842302260687575,0.9590703994430241,UniRef100_A0A7C6VMH7/1-415_UniRef100_A0A1G3HR43/1-295
2244,Ponticaulis sp. TaxID=2020902,A0A2D7XTL3_9RHOB,A0A2E7F2V0_9RHOB,0.28382589961984195,0.9493611375493812,UniRef100_A0A2E7F2V0/1-418_UniRef100_A0A2D7XTL3/6-289
2245,Delftia TaxID=80865,A0A072T577_9BURK,A0A1I0YFN6_9BURK,0.28378660744056106,0.9484232182800145,UniRef100_A0A1I0YFN6/1-420_UniRef100_A0A072T577/1-303
2246,Gilliamella sp. Pra-s60 TaxID=2687315,A0A6I4QKN4_9GAMM,A0A6I4QBD6_9GAMM,0.28377647849265486,0.948181597156553,UniRef100_A0A6I4QBD6/1-416_UniRef100_A0A6I4QKN4/1-295
2247,Helicobacter cholecystus TaxID=45498,A0A3D8IXH2_9HELI,A0A3D8IZK7_9HELI,0.2832780949647713,0.936373847127549,UniRef100_A0A3D8IZK7/1-419_UniRef100_A0A3D8IXH2/1-287
